,movie_title,num_user_for_reviews,plot_keywords,genres,time,title_year,imdb_score,aspect_ratio,num_critic_for_reviews,movie_link
220,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
221,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
222,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
223,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
224,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
225,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
226,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
227,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
228,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
229,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
230,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
231,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
232,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
233,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
234,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
235,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
236,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
237,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
238,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
239,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
240,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
241,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
242,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
243,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
244,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
245,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
246,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
247,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
248,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
249,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
250,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
251,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
252,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
253,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
254,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
255,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
256,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
257,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
258,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
259,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
260,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
261,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
262,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
263,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
264,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
265,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
266,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
267,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
268,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
269,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
270,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
271,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
272,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
273,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
274,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
275,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
276,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
277,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
278,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
279,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
280,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
281,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
282,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
283,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
284,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
285,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
286,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
287,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
288,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
289,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
290,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
291,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
292,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
293,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
294,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
295,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
296,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
297,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
298,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
299,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
300,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
301,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
302,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
303,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
304,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
305,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
306,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
307,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
308,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
309,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
310,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
311,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
312,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
313,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
314,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
315,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
316,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
317,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
318,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
319,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
320,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
321,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
322,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
323,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
324,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
325,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
326,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
327,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
328,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
329,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
330,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
331,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
332,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
333,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
334,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
335,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
336,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
337,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
338,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
339,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
340,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
341,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
342,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
343,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
344,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
345,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
346,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
347,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
348,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
349,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
350,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
351,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
352,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
353,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
354,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
355,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
356,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
357,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
358,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
359,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
360,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
361,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
362,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
363,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
364,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
365,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
366,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
367,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
368,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
369,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
370,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
371,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
372,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
373,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
374,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
375,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
376,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
377,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
378,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
379,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
380,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
381,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
382,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
383,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
384,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
385,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
386,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
387,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
388,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
389,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
390,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
391,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
392,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
393,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
394,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
395,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
396,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
397,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
398,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
399,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
400,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
401,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
402,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
403,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
404,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
405,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
406,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
407,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
408,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
409,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
410,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
411,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
412,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
413,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
414,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
415,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
416,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
417,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
418,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
419,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
420,Avengers: Endgame,9300,time travel,Action,181,2019,8.4,,583,http://www.imdb.com/title/tt4154796/
421,Avengers: Infinity War,4400,death of recurring character,Action,149,2018,8.4,,624,http://www.imdb.com/title/tt4154756/
422,Star Wars: Episode IX - The Rise of Skywalker,7900,evil,Action,141,2019,6.5,2.39,518,http://www.imdb.com/title/tt2527338/
423,Black Panther,3400,marvel cinematic universe,Action,134,2018,7.3,2.39,505,http://www.imdb.com/title/tt1825683/
424,Incredibles 2,1100,,Animation,118,2018,7.6,2.39,405,http://www.imdb.com/title/tt3606756/
425,Black Widow,2900,superheroine,Action,134,2021,6.7,2.39,364,http://www.imdb.com/title/tt3480822/
426,Fantastic Beasts: The Crimes of Grindelwald,1500,wizard,Adventure,134,2018,6.5,2.39,350,http://www.imdb.com/title/tt4123430/
427,Onward,762,,Animation,102,2020,7.4,2.39,326,http://www.imdb.com/title/tt7146812/
428,Mulan,2900,,Action,115,2020,5.7,2.39,255,http://www.imdb.com/title/tt4566758/
429,The Suicide Squad,3200,,Action,132,2021,7.3,1.9,353,http://www.imdb.com/title/tt6334354/
